A,B
1559,110
1559,73
1559,74
1559,19
1559,39
1560,110
1560,13
1560,73
1560,4
1560,120
1561,70
1561,215
1561,123
1561,137
1561,93
1562,149
1562,112
1562,3
1562,23
1562,89
1563,105
1563,122
1563,18
1563,1
1563,74
1564,300
1564,163
1564,52
1564,299
1564,17
1565,206
1565,21
1565,214
1565,29
1565,52
1565,215
1565,216
1566,179
1566,25
1566,50
1566,89
1566,88
1568,89
1568,163
1568,75
1568,1
1568,15
1568,167
1568,16
1569,74
1569,244
1569,69
1569,97
1569,6
1570,28
1570,19
1570,53
1570,29
1570,49
1570,192
1570,118
1571,36
1571,16
1571,62
1571,122
1571,118
1572,180
1572,53
1572,34
1572,58
1572,289
1573,96
1573,100
1573,117
1573,163
1573,58
1574,138
1574,175
1574,18
1574,39
1574,50
1574,4
1574,16
1575,73
1575,58
1575,97
1575,7
1576,74
1576,244
1576,62
1576,6
1576,55
1577,234
1577,132
1577,265
1577,91
1577,397
1578,206
1578,21
1578,214
1578,29
1578,52
1578,215
1578,216
1579,179
1579,25
1579,50
1579,4
1579,89
1580,74
1580,75
1580,38
1580,174
1580,3
1580,41
1580,32
1581,108
1581,14
1581,38
1581,115
1581,18
1582,56
1582,325
1582,199
1582,94
1582,12
1583,268
1583,8
1583,7
1583,10
1583,217
1584,62
1584,9
1584,7
1584,115
1584,107
1585,157
1585,107
1585,18
1585,115
1585,120
1586,76
1586,63
1586,425
1586,82
1586,75
1587,43
1587,270
1587,423
1587,46
1587,48
1587,47
1587,401
1587,251
1587,232
1588,163
1588,190
1588,172
1588,33
1588,6
1589,6
1589,24
1589,12
1589,8
1589,25
1589,26
1589,27
1590,42
1590,33
1590,20
1590,32
1590,23
1590,35
1590,25
1591,51
1591,37
1591,116
1591,56
1591,4
1592,100
1592,116
1592,113
1592,88
1592,32
1593,138
1593,108
1593,3
1593,10
1593,23
1593,2
1593,16
1594,51
1594,95
1594,240
1594,61
1594,103
1595,204
1595,7
1595,13
1595,117
1595,95
1596,16
1596,52
1596,75
1596,53
1596,170
1596,30
1596,136
1597,43
1597,55
1597,34
1597,54
1597,29
1598,28
1598,165
1598,54
1598,89
1598,62
1599,12
1599,414
1599,55
1599,101
1599,196
1600,75
1600,118
1600,112
1600,170
1600,58
1600,228
1600,229
1601,89
1601,33
1601,287
1601,2
1601,190
1602,87
1602,55
1602,100
1602,112
1602,105
1602,50
1602,30
1603,55
1603,96
1603,160
1603,50
1603,28
1604,18
1604,53
1604,364
1604,110
1604,163
1604,62
1604,58
1604,60
1604,16
1604,211
1604,1
1605,36
1605,25
1605,100
1605,105
1605,32
1605,70
1605,16
1606,302
1606,405
1606,306
1606,422
1608,55
1608,170
1608,56
1608,58
1608,30
1609,101
1609,163
1609,170
1609,136
1609,20
1610,164
1610,237
1610,75
1610,53
1610,46
1611,110
1611,149
1611,92
1611,37
1611,2
1611,62
1611,112
1612,43
1612,14
1612,89
1612,100
1612,132
1613,153
1613,54
1613,380
1613,149
1613,295
1614,165
1614,54
1614,173
1614,174
1614,30
1615,38
1615,100
1615,7
1615,6
1615,138
1616,153
1616,42
1616,69
1616,95
1616,79
1617,202
1617,25
1617,4
1617,73
1617,123
1617,136
1617,43
1619,74
1619,32
1619,14
1619,13
1619,1
1619,173
1619,59
1620,89
1620,13
1620,10
1620,52
1620,191
1620,75
1620,202
1621,63
1621,108
1621,311
1621,58
1621,112
1622,55
1622,30
1622,93
1622,118
1622,98
1623,112
1623,103
1623,388
1623,389
1623,390
1624,153
1624,4
1624,73
1624,169
1624,165
1625,153
1625,115
1625,97
1625,73
1625,400
1626,165
1626,163
1626,166
1626,155
1626,97
1626,111
1626,25
1628,100
1628,13
1628,51
1628,240
1628,33
1628,122
1628,111
1629,166
1629,20
1629,59
1629,30
1629,43
1630,28
1630,1
1630,33
1630,123
1630,190
1631,6
1631,89
1631,393
1631,291
1631,43
1632,157
1632,98
1632,75
1632,38
1632,29
1632,49
1632,43
1632,93
1632,283
1633,28
1633,122
1633,53
1633,59
1633,210
1634,8
1634,73
1634,149
1634,178
1634,139
1635,150
1635,16
1635,116
1635,95
1635,151
1637,30
1637,19
1637,109
1637,14
1637,106
1637,4
1637,117
1638,19
1638,10
1638,30
1638,28
1638,13
1639,50
1639,286
1639,88
1639,30
1639,119
1640,32
1640,54
1640,38
1640,55
1640,95
1641,8
1641,13
1641,25
1641,117
1641,160
1642,1
1642,26
1642,339
1642,3
1642,30
1643,41
1643,106
1643,109
1643,29
1643,259
1644,88
1644,30
1644,49
1644,35
1644,19
1645,156
1645,195
1645,97
1645,5
1645,41
1646,55
1646,100
1646,19
1646,112
1646,105
1646,50
1646,30
1647,19
1647,58
1647,59
1647,60
1647,111
1648,10
1648,38
1648,110
1648,30
1648,2
1649,100
1649,13
1649,51
1649,240
1649,33
1649,122
1649,111
1650,386
1650,44
1650,364
1650,306
1650,369
1650,370
1650,371
1650,259
1650,433
1651,36
1651,149
1651,38
1651,112
1651,113
1652,191
1652,152
1652,13
1652,55
1652,338
1652,136
1652,105
1653,8
1653,87
1653,119
1653,59
1653,120
1655,87
1655,35
1655,38
1655,39
1655,40
1655,41
1655,42
1656,50
1656,110
1656,53
1656,38
1656,164
1656,331
1656,332
1656,175
1656,57
1657,153
1657,139
1657,42
1657,95
1657,79
1658,138
1658,205
1658,112
1658,87
1658,13
1658,148
1658,110
1658,20
1658,98
1660,65
1660,233
1660,132
1660,372
1660,43
1661,183
1661,54
1661,96
1661,122
1661,377
1662,101
1662,170
1662,32
1662,136
1662,35
1662,172
1662,50
1663,29
1663,18
1663,136
1663,137
1663,153
1663,30
1663,55
1664,8
1664,139
1664,55
1664,93
1664,137
1664,140
1664,119
1664,50
1664,21
1665,149
1665,100
1665,164
1665,97
1665,333
1666,156
1666,4
1666,22
1666,5
1666,89
1667,30
1667,139
1667,27
1667,73
1667,100
1668,153
1668,12
1668,39
1668,73
1668,54
1669,1
1669,22
1669,10
1669,23
1669,24
1670,200
1670,201
1670,16
1670,36
1670,170
1671,74
1671,16
1671,42
1671,93
1671,105
1672,12
1672,14
1672,73
1672,244
1672,74
1673,7
1673,54
1673,116
1673,3
1673,61
1674,75
1674,16
1674,170
1674,138
1674,109
1675,118
1675,19
1675,196
1675,113
1675,139
1676,166
1676,105
1676,10
1676,30
1676,50
1676,122
1676,59
1676,3
1676,153
1677,36
1677,87
1677,35
1677,37
1677,40
1677,41
1677,42
1678,35
1678,101
1678,53
1678,52
1678,160
1679,43
1679,44
1679,45
1679,46
1679,47
1679,48
1679,49
1680,32
1680,21
1680,1
1680,33
1680,106
1681,35
1681,55
1681,5
1681,56
1681,57
1681,58
1681,30
1682,28
1682,101
1682,165
1682,1
1682,167
1682,17
1682,119
1683,137
1683,4
1683,74
1683,41
1683,170
1683,138
1683,11
1684,183
1684,35
1684,20
1684,103
1684,17
1685,140
1685,73
1685,54
1685,74
1685,75
1685,38
1685,174
1685,3
1685,32
1686,55
1686,106
1686,75
1686,116
1686,20
1686,61
1686,196
1687,43
1687,63
1687,64
1687,407
1687,65
1687,67
1687,68
1688,28
1688,17
1688,75
1688,21
1688,101
1689,76
1689,77
1689,63
1689,46
1689,80
1689,82
1689,75
1690,268
1690,8
1690,7
1690,13
1690,119
1691,55
1691,132
1691,91
1691,41
1691,397
1692,55
1692,19
1692,20
1692,29
1692,213
1692,62
1692,118
1693,14
1693,18
1693,96
1693,32
1693,93
1694,190
1694,35
1694,18
1694,58
1694,379
1694,114
1694,242
1695,65
1695,233
1695,132
1695,372
1695,43
1696,142
1696,22
1696,98
1696,171
1696,160
1697,165
1697,54
1697,173
1697,174
1697,30
1698,111
1698,173
1698,117
1698,165
1698,122
1699,153
1699,75
1699,15
1699,155
1699,41
1700,33
1700,102
1700,69
1700,240
1700,377
1700,165
1700,74
1701,60
1701,117
1701,123
1701,56
1701,59
1702,53
1702,163
1702,62
1702,32
1702,1
1702,41
1703,101
1703,75
1703,136
1703,29
1703,43
1703,17
1703,259
1703,347
1703,261
1703,251
1703,262
1705,132
1705,434
1705,305
1705,439
1705,435
1705,440
1705,232
1705,260
1705,46
1705,163
1705,75
1706,138
1706,426
1706,427
1706,61
1706,30
1707,180
1707,14
1707,117
1707,116
1707,56
1707,42
1707,62
1708,190
1708,69
1708,50
1708,10
1708,89
1709,153
1709,54
1709,27
1709,119
1709,179
1710,198
1710,197
1710,106
1710,11
1710,162
1711,34
1711,31
1711,153
1711,107
1711,59
1712,1
1712,28
1712,32
1712,30
1712,347
1712,374
1712,348
1712,350
1712,352
1714,140
1714,8
1714,1
1714,55
1714,4
1714,23
1714,41
1715,30
1715,38
1715,285
1715,187
1715,144
1715,286
1715,191
1716,1
1716,109
1716,246
1716,16
1716,56
1717,153
1717,24
1717,7
1717,154
1717,107
1717,155
1717,95
1718,163
1718,14
1718,430
1718,211
1718,238
1719,105
1719,89
1719,148
1719,99
1719,62
1720,61
1720,148
1720,106
1720,74
1720,291
1721,139
1721,38
1721,50
1721,75
1722,107
1722,170
1722,52
1722,58
1722,41
1722,62
1722,190
1723,109
1723,103
1723,10
1723,139
1723,138
1724,29
1724,106
1724,58
1724,165
1725,33
1725,102
1725,69
1725,240
1725,377
1725,165
1725,74
1726,32
1726,103
1726,105
1726,137
1726,106
1727,93
1727,24
1727,165
1727,198
1727,114
1728,28
1728,73
1728,55
1728,38
1728,30
1730,377
1730,38
1730,114
1730,436
1730,197
1731,165
1731,163
1731,43
1731,166
1731,155
1731,97
1731,25
1732,255
1732,14
1732,123
1732,211
1732,10
1732,49
1732,354
1733,110
1733,18
1733,74
1733,98
1733,164
1733,29
1733,120
1734,165
1734,169
1734,54
1734,16
1734,35
1735,73
1735,195
1735,100
1735,116
1735,4
1736,8
1736,139
1736,55
1736,93
1736,137
1736,140
1736,119
1736,50
1736,21
1737,149
1737,100
1737,164
1737,97
1737,333
1738,110
1738,149
1738,37
1738,38
1738,112
1738,113
1738,194
1739,12
1739,14
1739,73
1739,244
1739,74
1740,21
1740,74
1740,41
1740,42
1740,93
1741,100
1741,109
1741,4
1741,31
1741,61
1741,111
1741,105
1742,65
1742,233
1742,132
1742,372
1742,43
1743,206
1743,74
1743,38
1743,72
1744,138
1744,205
1744,112
1744,87
1744,13
1744,148
1744,110
1744,20
1744,98
1745,33
1745,30
1745,1
1745,55
1745,50
1745,105
1745,51
1745,139
1745,109
1746,20
1746,19
1746,122
1746,173
1746,61
1747,50
1747,110
1747,53
1747,38
1747,164
1747,331
1747,332
1747,175
1747,57
1748,94
1748,114
1748,115
1748,116
1748,117
1749,8
1749,74
1749,50
1749,59
1749,120
1750,191
1750,152
1750,13
1750,55
1750,338
1750,136
1750,105
1751,363
1751,386
1751,44
1751,364
1751,306
1751,365
1751,366
1751,368
1751,370
1751,259
1751,433
1752,149
1752,92
1752,37
1752,38
1752,112
1753,19
1753,58
1753,93
1753,60
1753,210
1754,87
1754,37
1754,10
1754,16
1754,110
1754,58
1754,30
1755,100
1755,13
1755,51
1755,240
1755,33
1755,122
1755,111
1756,7
1756,55
1756,56
1756,106
1756,75
1756,116
1756,20
1757,87
1757,149
1757,55
1757,100
1757,112
1757,50
1757,30
1758,138
1758,156
1758,8
1758,195
1758,97
1759,211
1759,184
1759,56
1759,36
1759,61
1760,88
1760,30
1760,49
1760,35
1760,19
1761,14
1761,106
1761,29
1761,330
1761,259
1762,180
1762,415
1762,18
1762,38
1762,50
1762,213
1762,30
1762,16
1762,115
1763,73
1763,35
1763,96
1763,3
1763,8
1764,30
1764,138
1764,51
1764,191
1764,56
1765,101
1765,102
1765,103
1765,104
1765,105
1765,106
1765,6
1766,50
1766,286
1766,88
1766,103
1766,30
1766,41
1766,119
1766,14
1766,1
1767,326
1767,327
1767,262
1767,135
1767,328
1767,329
1767,17
1767,211
1767,49
1767,56
1767,43
1768,25
1768,18
1768,75
1768,52
1768,100
1769,170
1769,139
1769,55
1769,74
1769,112
1770,316
1770,8
1770,7
1770,13
1770,160
1771,76
1771,63
1771,46
1771,80
1771,425
1771,82
1771,75
1772,86
1772,36
1772,88
1772,29
1772,89
1773,28
1773,17
1773,75
1773,21
1773,101
1774,55
1774,106
1774,75
1774,116
1774,20
1774,61
1774,196
1775,87
1775,35
1775,246
1775,20
1775,53
1775,16
1775,115
1776,183
1776,35
1776,20
1776,103
1776,17
1777,25
1777,98
1777,38
1777,30
1777,99
1778,28
1778,101
1778,165
1778,1
1778,167
1778,17
1778,119
1779,137
1779,4
1779,74
1779,41
1779,170
1779,138
1779,11
1780,35
1780,19
1780,5
1780,56
1780,58
1780,30
1780,32
1781,19
1781,93
1781,97
1781,177
1781,4
1782,35
1782,101
1782,53
1782,52
1782,160
1783,24
1783,50
1783,122
1783,59
1783,153
1784,36
1784,87
1784,35
1784,37
1784,38
1784,39
1784,42
1785,75
1785,30
1785,16
1785,170
1785,101
1785,138
1785,109
1785,52
1785,34
1786,7
1786,54
1786,116
1786,3
1786,61
1787,200
1787,201
1787,16
1787,36
1787,170
1788,21
1788,74
1788,41
1788,42
1788,93
1789,138
1789,108
1789,1
1789,3
1789,10
1789,23
1789,2
1790,30
1790,52
1790,53
1790,43
1790,54
1791,30
1791,139
1791,27
1791,73
1791,100
1792,153
1792,12
1792,73
1792,9
1792,54
1793,138
1793,156
1793,1
1793,2
1793,3
1793,4
1793,22
1793,5
1793,89
1794,185
1794,186
1794,187
1794,74
1794,188
1795,190
1795,69
1795,50
1795,10
1795,89
1795,191
1795,74
1796,153
1796,54
1796,119
1796,179
1796,23
1797,117
1797,116
1797,20
1797,56
1797,113
1797,42
1797,62
1798,1
1798,28
1798,210
1798,373
1798,30
1798,329
1798,374
1799,35
1799,164
1799,23
1799,37
1799,228
1800,426
1800,427
1800,49
1800,105
1800,441
1801,28
1801,170
1801,211
1801,51
1801,19
1801,406
1801,234
1801,307
1801,407
1801,18
1801,365
1802,147
1802,36
1802,35
1802,74
1802,50
1802,29
1802,115
1802,93
1802,89
1804,28
1804,103
1804,170
1804,136
1804,89
1804,20
1804,51
1805,8
1805,149
1805,101
1805,116
1805,95
1806,163
1806,62
1806,166
1806,1
1806,41
1806,110
1807,28
1807,52
1807,147
1807,51
1807,18
1807,259
1807,347
1807,260
1807,261
1807,251
1807,262
1808,160
1808,163
1808,103
1808,105
1808,106
1809,33
1809,102
1809,69
1809,240
1809,377
1809,165
1809,74
1810,60
1810,117
1810,7
1810,123
1810,56
1810,103
1810,59
1810,106
1810,62
1811,110
1811,92
1811,37
1811,74
1811,2
1811,62
1811,112
1812,28
1812,172
1812,153
1812,75
1812,15
1812,155
1812,41
1813,16
1813,238
1813,111
1813,117
1813,165
1814,107
1814,177
1814,166
1814,14
1814,31
1815,8
1815,18
1815,164
1815,4
1815,120
1816,204
1816,73
1816,92
1816,239
1816,10
1817,259
1817,262
1817,260
1817,341
1817,305
1817,428
1817,342
1817,46
1817,376
1817,343
1817,233
1817,344
1817,282
1818,89
1818,107
1818,153
1818,96
1818,33
1819,169
1819,148
1819,16
1819,107
1819,178
1820,20
1820,14
1820,46
1820,1
1820,38
1820,191
1820,4
1822,377
1822,38
1822,114
1822,436
1822,197
1823,93
1823,24
1823,165
1823,198
1823,114
1824,159
1824,391
1824,79
1824,80
1824,281
1824,83
1824,28
1824,42
1824,160
1825,29
1825,147
1825,13
1825,96
1825,109
1825,74
1825,100
1825,61
1825,35
1826,109
1826,103
1826,10
1826,139
1826,138
1827,157
1827,170
1827,52
1827,58
1827,41
1827,62
1827,190
1828,29
1828,109
1828,55
1828,136
1828,429
1828,59
1828,330
1828,50
1828,89
1829,112
1829,103
1829,388
1829,389
1829,442
1830,153
1830,24
1830,7
1830,154
1830,107
1830,155
1830,95
1831,1
1831,7
1831,16
1831,89
1831,55
1831,157
1831,56
1832,38
1832,285
1832,187
1832,144
1832,286
1832,191
1832,50
1833,1
1833,28
1833,210
1833,30
1833,306
1833,350
1833,351
1833,352
1833,432
1834,30
1834,19
1834,109
1834,14
1834,106
1834,4
1834,117
1835,34
1835,31
1835,153
1835,107
1835,100
1836,51
1836,280
1836,25
1836,100
1836,155
1838,180
1838,20
1838,95
1838,31
1838,122
1839,108
1839,35
1839,98
1839,193
1839,16
1840,299
1840,242
1840,20
1840,28
1840,163
1841,70
1841,215
1841,123
1841,137
1841,93
1842,105
1842,4
1842,173
1842,74
1842,146
1843,73
1843,26
1843,3
1843,61
1843,8
1844,36
1844,98
1844,55
1844,74
1844,88
1845,14
1845,75
1845,112
1845,120
1845,30
1846,1
1846,33
1846,60
1846,50
1846,89
1847,180
1847,75
1847,211
1847,58
1847,32
1848,110
1848,149
1848,116
1848,12
1848,51
1849,18
1849,38
1849,22
1849,171
1849,5
1849,120
1849,93
1849,17
1849,443
1850,175
1850,13
1850,27
1850,97
1850,11
1851,211
1851,191
1851,119
1851,41
1852,4
1852,103
1852,11
1852,297
1852,116
1852,119
1852,148
1853,87
1853,1
1853,56
1853,10
1853,89
1853,58
1853,16
1854,96
1854,21
1854,244
1854,155
1854,240
1855,28
1855,35
1855,58
1855,378
1855,190
1856,170
1856,39
1856,29
1856,59
1856,113
1856,42
1856,100
1857,35
1857,134
1857,14
1857,21
1857,89
1857,172
1857,50
1858,19
1858,29
1858,118
1858,30
1858,14
1858,119
1858,88
1859,123
1859,55
1859,20
1859,56
1859,12
1860,37
1860,96
1860,38
1860,119
1860,3
1861,41
1861,106
1861,179
1861,31
1861,4
1861,29
1861,138
1862,8
1862,33
1862,117
1862,3
1862,120
1863,109
1863,4
1863,31
1863,33
1863,51
1863,61
1863,111
1864,52
1864,1
1864,14
1864,36
1864,53
1864,30
1864,136
1865,7
1865,13
1865,117
1865,95
1865,171
1866,28
1866,19
1866,17
1866,20
1866,21
1867,51
1867,95
1867,240
1867,61
1867,103
1868,138
1868,108
1868,1
1868,3
1868,10
1868,2
1868,16
1869,42
1869,33
1869,20
1869,32
1869,23
1869,35
1869,25
1870,51
1870,37
1870,116
1870,112
1870,56
1871,74
1871,58
1871,30
1871,289
1871,42
1872,163
1872,190
1872,172
1872,33
1872,6
1873,14
1873,62
1873,106
1873,122
1873,153
1874,76
1874,77
1874,299
1874,46
1874,82
1874,83
1874,438
1875,28
1875,35
1875,58
1875,378
1875,190
1876,41
1876,111
1876,197
1876,173
1876,198
1877,107
1877,73
1877,18
1877,56
1877,120
1878,122
1878,123
1878,147
1878,28
1878,138
1878,169
1878,172
1878,33
1878,13
1879,268
1879,8
1879,7
1879,6
1879,119
1880,56
1880,325
1880,199
1880,94
1880,12
1881,8
1881,116
1881,153
1881,169
1881,55
1881,25
1881,39
1882,60
1882,148
1882,88
1882,55
1882,160
1883,206
1883,21
1883,214
1883,29
1883,52
1883,215
1883,216
1884,74
1884,244
1884,62
1884,6
1884,55
1885,92
1885,132
1885,91
1885,63
1885,32
1886,56
1886,100
1886,117
1886,163
1886,58
1887,138
1887,104
1887,268
1887,8
1887,7
1888,73
1888,58
1888,97
1888,7
1889,149
1889,195
1889,112
1889,148
1889,23
1890,70
1890,215
1890,123
1890,137
1890,93
1891,110
1891,108
1891,35
1891,53
1891,217
1892,8
1892,97
1892,50
1892,108
1892,26
1893,55
1893,30
1893,93
1893,118
1893,98
1894,30
1894,165
1894,16
1894,89
1894,153
1894,96
1894,29
1895,89
1895,13
1895,10
1895,52
1895,191
1895,75
1895,202
1896,202
1896,25
1896,4
1896,73
1896,123
1897,96
1897,24
1897,177
1897,208
1897,8
1898,153
1898,139
1898,42
1898,69
1898,79
1899,147
1899,1
1899,50
1899,38
1899,136
1899,75
1899,32
1900,6
1900,21
1900,25
1900,178
1900,179
1900,3
1900,101
1901,101
1901,163
1901,170
1901,136
1901,20
1903,166
1903,105
1903,10
1903,30
1903,59
1903,3
1903,153
1904,36
1904,25
1904,100
1904,105
1904,32
1904,70
1904,16
1905,55
1905,96
1905,160
1905,50
1905,28
1906,87
1906,149
1906,55
1906,19
1906,105
1906,50
1906,30
