id,title,date,location
1733,Nyugat- Magyarország Területi Bajnokság - TB Felnőtt C Standard 2023.02.25,2023.02.25,7400 Kaposvár Arany János út 97
1734,XI. Kner Kupa- Klubközi és Szabadidősport Táncverseny - Felnőtt Középhaladó páros Standard 2019.03.24,2019.03.24,Mezőtúr
1735,I. Érdi Kupa - Szóló Junior I. D LAT 2025.02.02,2025.02.02,"ÉRD Aréna, 2030. Érd, Velencei út 39-41"
1736,Budapesti Területi Bajnokság - TB Felnőtt C LAT 2019.03.02,2019.03.02,Csömör
1737,Balaton Summer Táncverseny - Junior I D LAT 2023.08.10,2023.08.10,"Marcali, Park utca 16"
1738,Nyugat-Magyarország TB - Szóló Felnőtt E LAT 2025.03.01,2025.03.01,7400 Kaposvár Aréna Arany János utca 97
1739,Bem kupa - Felnőtt C Standard 2016.12.04,2016.12.04,Mogyoród
1740,"ISIS DANCE OPEN-Felnőtt-Ifjúsági-Senior Tíztánc, Junior Standard,  Professional Latin - Felnõtt E Standard 2019.10.19",2019.10.19,"Szombathely, AGORA Művelődési és Sportház"
1741,Nyugat- Magyarország Területi Bajnokság - TB Felnőtt S LAT 2018.03.03,2018.03.03,Kaposvár
1742,XVI. Kistelek Open - Gyermek I E Standard 2019.09.29,2019.09.29,Kistelek
1743,XXI. Zánkai Táncfesztivál - Junior Szabadidős Haladó LAT 2015.08.24,2015.08.24,Zánka
1744,"E OB, U21 Tíztánc MB és Klubközi Verseny - Szóló Felnőtt E LAT 2022.09.10",2022.09.10,"Csömör, Major út 7-9"
1745,"Felnőtt-Ifjúsági Latin, Junior Standard, Senior Latin és Profi Standard Ranglista - Felnőtt E Standard 2019.04.27",2019.04.27,Algyő
1746,"XII FORMA kupa Felnőtt-Ifjúsági Standard, Junior Tíztánc Ranglista Professzionista Latin Ranglistaverseny - Gyermek II D LAT 2017.11.12",2017.11.12,Algyő
1747,B-A-S és Senior Open Országos Bajnokság és Klubközi táncverseny - OB Ifjúsági A LAT 2023.11.25,2023.11.25,"1213 Budapest, Hollandi út 8"
1748,III. Danza Kupa - Ifjúsági E LAT 2015.04.19,2015.04.19,Budapest
1749,DanceNet Kupa - Junior I E LAT 2022.12.03,2022.12.03,"Csömör, Major út 7-9"
1750,Pest Megyei Régió Területi Bajnokság - TB Senior II C STT 2015.03.07,2015.03.07,Csömör
1751,XIV. Kistelek Open - Gyermek I European Children Grand Prix LAT 2017.09.24,2017.09.24,Kistelek
1752,Ametiszt Kupa - Felnőtt C Standard 2024.11.23,2024.11.23,7400 Kaposvár Arany János út 97
1753,Szigo Kupa - Ifjúsági D Standard 2018.06.02,2018.06.02,Siklós
1754,V. Sundance Kupa C és B Tíztánc OB - OB Junior I C Tíztánc 2024.04.06,2024.04.06,"6500 Baja, Duna utca 33"
1755,MTÁSZ E Országos Bajnokság és Klubközi Verseny - OB Junior II E Standard 2016.10.01,2016.10.01,Csömör
1756,"Közép-Magyarország TerületiBajnokság, Kerekesszékes MB -  Junior II C Standard 2020.03.07",2020.03.07,"2141.Csömör, Major út 7-9"
1757,Nyugat- Magyarország Területi Bajnokság - Gyermek II C LAT 2021.03.06,2021.03.06,7400 Kaposvár Arany János út 97
1758,SZILVER Kupa Klubközi Táncverseny - Gyermek II E Standard 2023.06.03,2023.06.03,"5440 Kunszentmárton, Kossuth Lajos utca 40"
1759,"Lászlóvill Kupa Felnőtt-Ifjúsági Standard, Junior Tíztánc Ranglista és Klubközi Verseny - Junior II. ""E"" Standard 2014.04.26",2014.04.26,Székesfehérvár
1760,II. Spirit Kupa WDSF Felnőtt Latin Világkupa - Ifjúsági D LAT 2022.04.02,2022.04.02,"Kiskunmajsa Aréna, 6120 Kiskunmajsa, Iskola utca 1"
1761,XX. Gála Kupa Klubközi Táncverseny - Gyermek II E LAT 2018.10.21,2018.10.21,Zalaegerszeg
1762,TáncSport Magyar Bajnokság 2020 - Formáció Felnőtt Lányformáció LAT 2020.10.03,2020.10.03,"700 Szombathely, Március 15. tér 5"
1763,Balaton Summer Táncverseny - Szóló Ifjúsági E LAT 2024.08.10,2024.08.10,"8700 Marcali, Park utca 16"
1764,MTÁSZ E Országos Bajnokság és Klubközi Verseny - Felnőtt B Standard 2017.09.30,2017.09.30,Csömör
1765,"B, A, S Országos Bajnokság Senior Open Országos Bajnokság - OB Ifjúsági B LAT 2015.12.05",2015.12.05,Békéscsaba
1766,ISIS DANCE OPEN - Ranglista Senior  Tíztánc 2021.10.23,2021.10.23,"Szombathely, Március 15.tér 5"
1767,TáncSport Magyar Bajnokságok - Junior I. Standard Magyar Bajnokság 2015.02.22,2015.02.22,Szigetszentmiklós
1768,Szigo Kupa - Junior II B Standard 2023.04.01,2023.04.01,"Siklós, Gyűdi út 2"
1769,"C és B Tíztánc, E Hattánc, D Nyolctánc OB és Klubközi Táncverseny - Ifjúsági D Standard 2022.04.09",2022.04.09,7400 Kaposvár Arany János u. 97
1770,DanceNet Kupa - Felnőtt B Standard 2025.01.25,2025.01.25,"Csömöri Sportcsarnok,Csömör, Major út 7-9"
1771,Szőke Tisza 2018. Klubközi Táncverseny - Ifjúsági D LAT 2018.06.16,2018.06.16,Szeged
1772,"WDSF PD Latin Világbajnokság, WDSF Youth Open, TáncSport Magyar Bajnokságok - Szóló Junior II. E LAT 2024.03.23",2024.03.23,"Ludovika Aréna, 1089 Diószegi Sámuel u 25"
1773,"C Országos Bajnokság, U21 Standard és Latin Magyar Bajnokság és Klubközi Verseny - Senior III E LAT 2015.11.14",2015.11.14,Nyíradony
1774,"Közép-Magyarország TerületiBajnokság, Kerekesszékes MB -  Senior III E Standard 2020.03.07",2020.03.07,"2141.Csömör, Major út 7-9"
1775,"B-A-S Osztályos, Senior Open Országos Bajnokság - OB Ifjúsági A LAT 2021.11.27",2021.11.27,"5600 Békéscsaba, Széchenyi u. 4"
1776,"Felnőtt-Ifjúsági Tíztánc, Junior Latin, Senior Standard Ranglista és Klubközi Verseny - Ifjúsági ""E"" LAT 2014.05.17",2014.05.17,Hajdúböszörmény
1777,"C és B Tíztánc, E Hattánc, D Nyolctánc OB és Klubközi Táncverseny - Ifjúsági B LAT 2022.04.09",2022.04.09,7400 Kaposvár Arany János u. 97
1778,Kelet-Magyarország Területi Bajnokság - TB Ifjúsági B LAT 2016.03.12,2016.03.12,Nyíradony
1779,VIII. Eraklin Kupa Klubközi és Cséplő Dániel Emlékkupa Szabadidős Táncverseny - Junior I E LAT 2018.11.11,2018.11.11,Nagykanizsa
1780,"E OB, U21 10 Tánc MB és Klubközi Verseny - OB Junior I E Standard 2024.09.07",2024.09.07,"Csömöri Sportcsarnok 2141. Csömör, Major út 7-9"
1781,XVI. Gála Kupa Klubközi Verseny - Felnőtt E Standard 2015.09.13,2015.09.13,Zalaegerszeg
1782,"Felnőtt-Ifjúsági-Senior standard,Junior tíztánc,Profi latin ranglista, Klubközi táncverseny - Junior II D Standard 2022.09.24",2022.09.24,6640 Csongrád Gyöngyvirág utca 16
